"","StateVar","replID","dose_uM","timeID","Real_GFP_intensity"
"628","PGR","3",100,21,1.34564404568792
"629","PGR","3",1000,21,1.2960495645831
"630","PGR","3",10000,21,1.32379385304298
"631","PGR","1",0,22,1
"632","PGR","1",1e-04,22,0.989217038417614
"633","PGR","1",0.001,22,0.807079094488355
"634","PGR","1",0.01,22,1.72818360788163
"635","PGR","1",0.1,22,2.8111727674836
"636","PGR","1",1,22,2.77287981361353
"637","PGR","1",10,22,2.24612965575738
"638","PGR","1",100,22,3.3901055052957
"639","PGR","1",1000,22,3.37228174223017
"640","PGR","1",10000,22,3.97650010959495
"641","PGR","2",0,22,1
"642","PGR","2",1e-04,22,0.835114249856542
"643","PGR","2",0.001,22,1.05112906515347
